,site,length,neff
501,1waa_A_Zn_4245_OK,92,13.199999809265135
502,1waa_B_Zn_4225_OK,89,13.399999618530273
503,1waa_B_Zn_4227_OK,89,13.600000381469727
504,1waa_B_Zn_4229_OK,89,13.5
505,1waa_B_Zn_4231_OK,89,13.5
506,1waa_C_Zn_4235_OK,93,13.199999809265135
507,1waa_D_Zn_4227_OK,93,13.199999809265135
508,1waa_D_Zn_4233_OK,93,13.199999809265135
509,1waa_E_Zn_4233_OK,92,13.199999809265135
510,1waa_E_Zn_4240_OK,92,13.199999809265135
511,1waa_E_Zn_4241_OK,92,13.100000381469727
512,1waa_F_Zn_4235_OK,93,13.100000381469727
513,1waa_F_Zn_4241_OK,93,13.199999809265135
514,1waa_F_Zn_4245_OK,93,13.199999809265135
515,1wcz_A_Zn_1644_OK,215,11.5
516,1wdk_A_Zn_16444_OK,708,9.600000381469727
517,1wfx_A_Zn_1444_OK,180,8.0
518,1x1c_A_Zn_2657_OK,337,9.899999618530273
519,1x1c_A_Zn_2658_OK,337,9.899999618530273
520,1x1c_A_Zn_2659_OK,337,9.899999618530273
521,1x1c_A_Zn_2661_OK,337,9.899999618530273
522,1x1v_A_Zn_2092_OK,138,9.899999618530273
523,1xb0_A_Zn_4834_OK,92,7.9000000953674325
524,1xb0_C_Zn_4843_OK,91,8.0
525,1xb0_D_Zn_4843_OK,91,7.9000000953674325
526,1xb0_E_Zn_4849_OK,93,8.0
527,1xb0_F_Zn_4834_OK,103,7.5999999046325675
528,1xjs_A_Zn_2244_OK,147,8.5
529,1xkf_A_Zn_1816_OK,120,12.399999618530273
530,1xkf_A_Zn_1817_OK,120,12.399999618530273
531,1xkf_B_Zn_1816_OK,123,12.5
532,1xki_A_Zn_984_OK,128,9.899999618530273
533,1xki_A_Zn_985_OK,128,9.899999618530273
534,1xki_A_Zn_986_OK,128,9.899999618530273
535,1xoc_A_Zn_4197_OK,504,11.199999809265137
536,1xoc_A_Zn_4198_OK,504,11.199999809265137
537,1xoc_A_Zn_4199_OK,504,11.199999809265137
538,1xoc_A_Zn_4200_OK,504,11.199999809265137
539,1xoc_A_Zn_4201_OK,504,11.199999809265137
540,1xoc_A_Zn_4202_OK,504,11.199999809265137
541,1xoc_A_Zn_4203_OK,504,11.199999809265137
542,1xoc_A_Zn_4204_OK,504,11.199999809265137
543,1xoc_A_Zn_4205_OK,504,11.199999809265137
544,1xoc_A_Zn_4206_OK,504,11.199999809265137
545,1xoc_A_Zn_4207_OK,504,11.199999809265137
546,1xoc_A_Zn_4208_OK,504,11.199999809265137
547,1xoc_A_Zn_4209_OK,504,11.199999809265137
548,1xoc_A_Zn_4210_OK,504,11.199999809265137
549,1xoc_A_Zn_4211_OK,504,11.199999809265137
550,1xq0_A_Zn_2061_OK,258,9.100000381469727
551,1xtl_A_Zn_4555_OK,152,8.699999809265138
552,1xtm_B_Zn_2280_OK,153,8.699999809265138
553,1xuj_A_Zn_2076_OK,223,12.0
554,1xvx_A_Zn_2387_OK,311,11.5
555,1xvx_A_Zn_2388_OK,311,11.5
556,1xvx_A_Zn_2389_OK,311,11.5
557,1xvx_A_Zn_2390_OK,311,11.5
558,1xvx_A_Zn_2391_OK,311,11.5
559,1xwy_A_Zn_2040_OK,260,10.399999618530273
560,1xx4_A_Zn_2023_OK,254,10.699999809265137
561,1xx4_A_Zn_2024_OK,254,10.699999809265137
562,1y75_A_Zn_1802_OK,118,6.800000190734862
563,1y75_A_Zn_1803_OK,118,6.800000190734862
564,1y75_B_Zn_1802_OK,118,6.9000000953674325
565,1y7p_A_Zn_4910_OK,212,3.0999999046325684
566,1y7w_A_Zn_4261_OK,274,9.0
567,1y7w_B_Zn_4261_OK,274,9.0
568,1y9a_C_Zn_5445_OK,359,10.899999618530273
569,1yc2_D_Zn_10029_OK,251,9.699999809265137
570,1ycg_A_Zn_12466_OK,398,10.5
571,1ycg_B_Zn_12509_OK,398,10.5
572,1ycg_C_Zn_12549_OK,398,10.5
573,1yef_L_Zn_3394_OK,219,12.399999618530273
574,1yej_L_Zn_3393_OK,219,12.399999618530273
575,1yej_L_Zn_3394_OK,219,12.399999618530273
576,1yew_A_Zn_19771_OK,382,4.199999809265137
577,1yew_C_Zn_19773_OK,188,4.199999809265137
578,1yew_E_Zn_19772_OK,382,4.199999809265137
579,1yew_E_Zn_19774_OK,382,4.199999809265137
580,1yhu_B_Zn_26738_OK,144,10.399999618530273
581,1yj0_A_Zn_2552_OK,317,10.300000190734863
582,1yj0_A_Zn_2553_OK,317,10.300000190734863
583,1yjo_A_Zn_57_OK,6,1.0
584,1yn4_A_Zn_756_OK,99,3.400000095367432
585,1yn4_A_Zn_757_OK,99,3.400000095367432
586,1yo7_A_Zn_1913_OK,120,2.0
587,1yo7_B_Zn_1913_OK,120,2.0
588,1yt3_A_Zn_3099_OK,375,9.899999618530273
589,1z1n_X_Zn_3867_OK,516,10.899999618530273
590,1z1n_X_Zn_3868_OK,516,10.899999618530273
591,1z7h_A_Zn_3455_OK,426,5.199999809265137
592,1z83_A_Zn_4503_OK,195,11.100000381469727
593,1z83_B_Zn_4503_OK,195,11.100000381469727
594,1z83_B_Zn_4504_OK,195,11.100000381469727
595,1z83_C_Zn_4506_OK,195,11.100000381469727
596,1z8j_A_Zn_2329_OK,40,3.0999999046325684
597,1z8j_B_Zn_2329_OK,243,12.0
598,1zde_A_Zn_1269_OK,160,9.100000381469727
599,1ze9_A_Zn_264_OK,16,2.700000047683716
600,1zfp_E_Zn_870_OK,98,11.0
601,1zjl_A_Zn_2874_OK,370,11.699999809265135
602,1zjl_A_Zn_2875_OK,370,11.699999809265135
603,1zjl_A_Zn_2876_OK,370,11.699999809265135
604,1zkj_A_Zn_2630_OK,350,10.199999809265137
605,1zkj_A_Zn_2632_OK,350,10.199999809265137
606,1zkj_A_Zn_2633_OK,350,10.100000381469727
607,1zkj_A_Zn_2634_OK,350,10.100000381469727
608,1zkj_A_Zn_2636_OK,350,10.100000381469727
609,1zlh_A_Zn_2905_OK,301,9.899999618530273
610,1zlh_A_Zn_2906_OK,301,10.100000381469727
611,1zlh_A_Zn_2907_OK,301,10.100000381469727
612,1zlh_A_Zn_2908_OK,301,10.0
613,1zlh_B_Zn_2905_OK,74,5.400000095367432
614,1zr6_A_Zn_3786_OK,479,10.300000190734863
615,1zr6_A_Zn_3787_OK,479,10.300000190734863
616,1zr6_A_Zn_3788_OK,479,10.300000190734863
617,1zr6_A_Zn_3789_OK,479,10.300000190734863
618,1zv8_G_Zn_3688_OK,50,3.2999999523162837
619,1zzh_A_Zn_8904_OK,297,9.699999809265137
620,1zzh_A_Zn_8905_OK,297,9.699999809265137
621,1zzh_B_Zn_8994_OK,308,9.5
622,1zzh_B_Zn_8995_OK,308,9.399999618530273
623,1zzm_A_Zn_2041_OK,259,10.899999618530273
624,1zzm_A_Zn_2042_OK,259,10.899999618530273
625,1zzm_A_Zn_2043_OK,259,10.899999618530273
626,1zzm_A_Zn_2044_OK,259,10.899999618530273
627,258l_A_Zn_1310_OK,163,9.300000190734863
628,2a03_A_Zn_3166_OK,197,8.0
629,2a2q_H_Zn_4694_OK,254,12.0
630,2a5v_A_Zn_6170_OK,210,8.699999809265138
631,2a5v_A_Zn_6171_OK,210,8.800000190734863
632,2a5v_D_Zn_6185_OK,209,8.699999809265138
633,2a5v_D_Zn_6186_OK,209,8.699999809265138
634,2ab4_A_Zn_2841_OK,300,7.9000000953674325
635,2agz_D_Zn_7355_OK,108,3.0
636,2ak1_H_Zn_3378_OK,219,11.399999618530273
637,2ak1_H_Zn_3379_OK,219,11.399999618530273
638,2akf_A_Zn_802_OK,32,2.200000047683716
639,2akf_B_Zn_804_OK,32,2.200000047683716
640,2akf_B_Zn_805_OK,32,2.200000047683716
641,2akf_B_Zn_807_OK,32,2.200000047683716
642,2as9_A_Zn_3044_OK,207,11.199999809265137
643,2as9_A_Zn_3046_OK,207,11.199999809265137
644,2as9_B_Zn_3049_OK,195,10.600000381469727
645,2ayi_B_Zn_15473_OK,397,9.0
646,2ayi_B_Zn_15474_OK,397,9.0
647,2b65_A_Zn_2797_OK,341,8.100000381469728
648,2b8o_H_Zn_4721_OK,254,12.0
649,2bf9_A_Zn_588_OK,35,3.5999999046325684
650,2bh3_A_Zn_3543_OK,442,9.899999618530273
651,2bhb_A_Zn_3526_OK,440,9.699999809265137
652,2bhb_A_Zn_3527_OK,440,9.699999809265137
653,2boq_A_Zn_2451_OK,319,7.800000190734862
654,2boq_A_Zn_2453_OK,319,7.800000190734862
655,2boq_A_Zn_2462_OK,319,7.800000190734862
656,2bp0_A_Zn_5094_OK,335,10.100000381469727
657,2bp0_A_Zn_5095_OK,335,10.100000381469727
658,2bp0_A_Zn_5096_OK,335,10.100000381469727
659,2bp0_B_Zn_5111_OK,335,10.199999809265137
660,2bp0_B_Zn_5112_OK,335,10.199999809265137
661,2bq8_X_Zn_2433_OK,304,12.100000381469727
662,2bsf_A_Zn_1343_OK,176,3.400000095367432
663,2bx2_L_Zn_4081_OK,500,7.4000000953674325
664,2byo_A_Zn_1348_OK,183,9.0
665,2byo_A_Zn_1349_OK,183,9.0
666,2byo_A_Zn_1350_OK,183,9.0
667,2byo_A_Zn_1351_OK,183,9.0
668,2byo_A_Zn_1352_OK,183,9.0
669,2byo_A_Zn_1353_OK,183,9.0
670,2c1d_A_Zn_12295_OK,263,8.199999809265138
671,2c1d_A_Zn_12296_OK,263,8.199999809265138
672,2c1d_C_Zn_12427_OK,263,8.199999809265138
673,2c1d_C_Zn_12429_OK,263,8.199999809265138
674,2c1d_G_Zn_12691_OK,263,8.199999809265138
675,2c1g_A_Zn_3106_OK,384,7.800000190734862
676,2c1i_A_Zn_3100_OK,383,7.300000190734862
677,2c20_B_Zn_15666_OK,329,11.300000190734865
678,2c36_A_Zn_4336_OK,274,3.900000095367432
679,2c36_B_Zn_4336_OK,274,3.900000095367432
680,2c3a_A_Zn_4099_OK,253,4.0
681,2c3a_B_Zn_4131_OK,274,3.900000095367432
682,2c3a_B_Zn_4132_OK,274,3.900000095367432
683,2c3a_B_Zn_4133_OK,274,3.900000095367432
684,2c3a_B_Zn_4134_OK,274,3.900000095367432
685,2c5w_B_Zn_3173_OK,385,9.699999809265137
686,2c5w_B_Zn_3174_OK,385,9.699999809265137
687,2c5w_B_Zn_3175_OK,385,9.699999809265137
688,2c5w_B_Zn_3176_OK,385,9.699999809265137
689,2c5w_B_Zn_3177_OK,385,9.699999809265137
690,2c9s_A_Zn_2416_OK,152,8.899999618530273
691,2cb8_A_Zn_1505_OK,86,8.899999618530273
692,2cb8_A_Zn_1507_OK,86,8.899999618530273
693,2cb8_A_Zn_1508_OK,86,8.899999618530273
694,2cb8_A_Zn_1625_OK,86,8.899999618530273
695,2cb8_B_Zn_1505_OK,85,8.899999618530273
696,2cb8_B_Zn_1625_OK,85,8.899999618530273
697,2cbi_B_Zn_9261_OK,584,8.399999618530272
698,2cbi_B_Zn_9262_OK,584,8.399999618530272
699,2cbi_B_Zn_9263_OK,584,8.399999618530272
700,2cbi_B_Zn_9264_OK,584,8.399999618530272
701,2ccv_A_Zn_821_OK,99,8.300000190734862
702,2cex_B_Zn_9562_OK,305,10.0
703,2cex_B_Zn_9563_OK,305,10.0
704,2cex_C_Zn_9564_OK,300,10.0
705,2cex_D_Zn_9564_OK,305,10.100000381469727
706,2cex_D_Zn_9572_OK,305,10.100000381469727
707,2cey_A_Zn_2383_OK,306,10.0
708,2ch9_A_Zn_1095_OK,126,9.0
709,2ch9_A_Zn_1096_OK,126,9.0
710,2ch9_A_Zn_1097_OK,126,9.0
711,2ch9_A_Zn_1098_OK,126,9.0
712,2ch9_A_Zn_1099_OK,126,9.0
713,2chu_A_Zn_4347_OK,283,10.300000190734863
714,2ci6_A_Zn_2111_OK,274,9.399999618530273
715,2cjl_A_Zn_3103_OK,204,9.199999809265137
716,2cjl_B_Zn_3105_OK,204,9.199999809265137
717,2cjl_B_Zn_3106_OK,204,9.199999809265137
718,2ckr_A_Zn_5076_OK,305,10.5
719,2ckr_A_Zn_5077_OK,305,10.5
720,2ckr_B_Zn_5153_OK,305,10.5
721,2cks_A_Zn_5162_OK,305,10.5
722,2cks_A_Zn_5163_OK,305,10.5
723,2cks_B_Zn_5186_OK,306,10.5
724,2cks_B_Zn_5187_OK,306,10.5
725,2cua_B_Zn_1984_OK,132,9.5
726,2cye_A_Zn_4245_OK,130,11.0
727,2cye_B_Zn_4148_OK,130,11.0
728,2cye_C_Zn_4245_OK,133,10.800000190734863
729,2cye_D_Zn_4148_OK,125,11.199999809265137
730,2d0w_A_Zn_2585_OK,168,8.899999618530273
731,2d0w_A_Zn_2588_OK,168,8.899999618530273
732,2d0w_B_Zn_2633_OK,168,8.899999618530273
733,2d0w_B_Zn_2635_OK,168,8.899999618530273
734,2d0w_B_Zn_2636_OK,168,8.899999618530273
735,2d0w_B_Zn_2637_OK,168,8.899999618530273
736,2d1n_A_Zn_2652_OK,166,11.100000381469727
737,2d1n_A_Zn_2653_OK,166,11.199999809265137
738,2d1n_B_Zn_2652_OK,166,11.199999809265137
739,2d1n_B_Zn_2653_OK,166,11.100000381469727
740,2d3k_B_Zn_1879_OK,118,8.199999809265138
741,2d3k_B_Zn_1880_OK,118,8.199999809265138
742,2d5m_A_Zn_1441_OK,183,9.0
743,2d5m_A_Zn_1442_OK,183,9.0
744,2d5m_A_Zn_1443_OK,183,9.0
745,2dge_B_Zn_3235_OK,102,10.300000190734863
746,2dge_D_Zn_3235_OK,100,10.600000381469727
747,2di3_A_Zn_3525_OK,231,11.100000381469727
748,2djw_B_Zn_6230_OK,80,10.600000381469727
749,2dt8_A_Zn_2170_OK,280,8.600000381469728
750,2e18_A_Zn_4053_OK,256,10.399999618530273
751,2e18_A_Zn_4054_OK,256,10.300000190734863
752,2e18_A_Zn_4055_OK,256,10.300000190734863
753,2e18_B_Zn_4073_OK,256,10.300000190734863
754,2e84_A_Zn_3815_OK,513,10.699999809265137
755,2e84_A_Zn_3817_OK,513,10.699999809265137
756,2e88_A_Zn_2957_OK,381,12.0
757,2ebn_A_Zn_2215_OK,285,7.4000000953674325
758,2eh1_B_Zn_1345_OK,89,5.400000095367432
759,2eh9_A_Zn_886_OK,110,9.100000381469727
760,2eh9_A_Zn_887_OK,110,9.199999809265137
761,2eh9_A_Zn_888_OK,110,9.100000381469727
762,2eh9_A_Zn_889_OK,110,9.199999809265137
763,2ehs_A_Zn_601_OK,75,12.199999809265135
764,2ehs_A_Zn_602_OK,75,12.300000190734865
765,2ehs_A_Zn_603_OK,75,12.300000190734865
766,2ehs_A_Zn_605_OK,75,12.300000190734865
767,2ehs_A_Zn_606_OK,75,12.300000190734865
768,2ehs_A_Zn_607_OK,75,12.199999809265135
769,2eht_A_Zn_605_OK,77,11.0
770,2eht_A_Zn_608_OK,77,11.0
771,2eht_A_Zn_609_OK,77,11.0
772,2eht_A_Zn_611_OK,77,11.0
773,2eim_P_Zn_30127_OK,259,8.800000190734863
774,2ein_B_Zn_28884_OK,227,8.800000190734863
775,2ein_D_Zn_29368_OK,144,5.9000000953674325
776,2ein_G_Zn_29371_OK,83,6.0999999046325675
777,2ein_H_Zn_29371_OK,79,6.699999809265138
778,2ein_N_Zn_29683_OK,514,8.800000190734863
779,2ein_N_Zn_29684_OK,514,8.800000190734863
780,2ein_Y_Zn_29683_OK,46,6.0
781,2ej1_A_Zn_4202_OK,509,9.199999809265137
782,2ejc_A_Zn_2302_OK,280,7.4000000953674325
783,2ejc_A_Zn_2303_OK,280,7.4000000953674325
784,2ejc_A_Zn_2304_OK,280,7.4000000953674325
785,2ejc_A_Zn_2306_OK,280,7.4000000953674325
786,2ejc_A_Zn_2307_OK,280,7.4000000953674325
787,2ejc_A_Zn_2308_OK,280,7.4000000953674325
788,2ejc_A_Zn_2309_OK,280,7.4000000953674325
789,2ejc_A_Zn_2310_OK,280,7.4000000953674325
790,2ejc_A_Zn_2313_OK,280,7.4000000953674325
791,2ejc_A_Zn_2314_OK,280,7.4000000953674325
792,2ejc_A_Zn_2318_OK,280,7.4000000953674325
793,2ejc_A_Zn_2321_OK,280,7.4000000953674325
794,2ek0_A_Zn_1351_OK,90,5.400000095367432
795,2ek0_B_Zn_1353_OK,90,5.400000095367432
796,2epf_A_Zn_6502_OK,207,10.0
797,2esl_A_Zn_8840_OK,181,9.399999618530273
798,2esl_B_Zn_8840_OK,181,9.399999618530273
799,2esl_C_Zn_8840_OK,181,9.399999618530273
800,2eul_A_Zn_4815_OK,156,9.5
801,2eul_A_Zn_4817_OK,156,9.5
802,2eul_A_Zn_4818_OK,156,9.5
803,2eul_A_Zn_4820_OK,156,9.5
804,2eul_A_Zn_4825_OK,156,9.5
805,2eul_B_Zn_4814_OK,156,9.5
806,2eul_B_Zn_4817_OK,156,9.5
807,2eul_B_Zn_4818_OK,156,9.5
808,2eul_B_Zn_4819_OK,156,9.5
809,2eul_B_Zn_4823_OK,156,9.5
810,2eul_B_Zn_4824_OK,156,9.5
811,2eul_C_Zn_4825_OK,156,9.5
812,2eul_C_Zn_4826_OK,156,9.5
813,2eul_C_Zn_4827_OK,156,9.5
814,2eul_C_Zn_4829_OK,156,9.5
815,2eul_C_Zn_4832_OK,156,9.5
816,2eul_C_Zn_4833_OK,156,9.5
817,2eul_C_Zn_4835_OK,156,9.5
818,2eul_D_Zn_4827_OK,156,9.5
819,2eul_D_Zn_4832_OK,156,9.5
820,2eul_D_Zn_4833_OK,156,9.5
821,2eul_D_Zn_4837_OK,156,9.5
822,2f3d_A_Zn_2526_OK,328,8.899999618530273
823,2f3d_A_Zn_2527_OK,328,8.899999618530273
824,2f3d_A_Zn_2528_OK,328,8.899999618530273
825,2f4y_C_Zn_2584_OK,108,7.0999999046325675
826,2fac_B_Zn_1235_OK,77,11.600000381469727
827,2fad_A_Zn_1198_OK,77,11.899999618530273
828,2fad_A_Zn_1200_OK,77,11.699999809265135
829,2fad_A_Zn_1202_OK,77,11.899999618530273
830,2fad_A_Zn_1203_OK,77,11.699999809265135
831,2fad_A_Zn_1204_OK,77,11.699999809265135
832,2fad_B_Zn_1198_OK,77,11.899999618530273
833,2fad_B_Zn_1202_OK,77,11.899999618530273
834,2fbh_A_Zn_1142_OK,137,10.300000190734863
835,2fbh_A_Zn_1143_OK,137,10.300000190734863
836,2fj9_A_Zn_711_OK,86,8.899999618530273
837,2fkm_X_Zn_3405_OK,454,9.899999618530273
838,2fm6_A_Zn_4012_OK,266,10.300000190734863
839,2fz6_C_Zn_1980_OK,71,5.800000190734862
840,2fz6_D_Zn_1980_OK,69,5.699999809265138
841,2g2n_A_Zn_3643_OK,111,7.5999999046325675
842,2g2n_A_Zn_3644_OK,111,7.5999999046325675
843,2g2n_A_Zn_3645_OK,111,7.5999999046325675
844,2g2n_A_Zn_3646_OK,111,7.5999999046325675
845,2g2n_A_Zn_3647_OK,111,7.5999999046325675
846,2g2n_B_Zn_3647_OK,111,7.5999999046325675
847,2g2n_B_Zn_3648_OK,111,7.5999999046325675
848,2g2n_B_Zn_3649_OK,111,7.5999999046325675
849,2g2n_B_Zn_3650_OK,111,7.5999999046325675
850,2g2n_C_Zn_3658_OK,112,7.199999809265138
851,2g2n_C_Zn_3659_OK,112,7.199999809265138
852,2g2n_C_Zn_3670_OK,112,7.199999809265138
853,2g2n_D_Zn_3670_OK,112,7.199999809265138
854,2g7z_A_Zn_4167_OK,275,8.600000381469728
855,2g7z_A_Zn_4168_OK,275,8.600000381469728
856,2g7z_A_Zn_4169_OK,275,8.600000381469728
857,2g7z_A_Zn_4172_OK,275,8.600000381469728
858,2g7z_A_Zn_4173_OK,275,8.600000381469728
859,2g7z_A_Zn_4174_OK,275,8.600000381469728
860,2g7z_A_Zn_4175_OK,275,8.600000381469728
861,2g7z_A_Zn_4176_OK,275,8.600000381469728
862,2g7z_A_Zn_4177_OK,275,8.600000381469728
863,2g7z_B_Zn_4169_OK,275,8.699999809265138
864,2g7z_B_Zn_4174_OK,275,8.699999809265138
865,2g7z_B_Zn_4212_OK,275,8.699999809265138
866,2g7z_B_Zn_4213_OK,275,8.699999809265138
867,2g7z_B_Zn_4214_OK,275,8.699999809265138
868,2g87_A_Zn_5573_OK,348,12.0
869,2g87_B_Zn_5745_OK,348,12.0
870,2g87_B_Zn_5746_OK,348,12.0
871,2gbx_B_Zn_15056_OK,170,9.100000381469727
872,2gbx_D_Zn_15077_OK,170,9.100000381469727
873,2gbx_F_Zn_15097_OK,170,9.100000381469727
874,2gc1_A_Zn_3047_OK,188,8.5
875,2gjz_L_Zn_6676_OK,217,12.600000381469727
876,2gpy_A_Zn_3179_OK,185,11.300000190734865
877,2gpy_A_Zn_3182_OK,185,11.399999618530273
878,2gpy_B_Zn_3184_OK,192,10.899999618530273
879,2gpy_B_Zn_3185_OK,192,10.899999618530273
880,2gpy_B_Zn_3186_OK,192,10.899999618530273
881,2gvi_A_Zn_1603_OK,201,7.699999809265138
882,2gvi_A_Zn_1604_OK,201,7.699999809265138
883,2gvi_A_Zn_1605_OK,201,7.699999809265138
884,2gvm_A_Zn_1973_OK,70,5.800000190734862
885,2gvm_B_Zn_2006_OK,70,5.800000190734862
886,2gyq_A_Zn_2774_OK,162,9.0
887,2gyq_A_Zn_2775_OK,162,9.0
888,2gyq_A_Zn_2776_OK,162,9.0
889,2gyq_A_Zn_2777_OK,162,9.0
890,2gyq_A_Zn_2789_OK,162,9.0
891,2gyq_B_Zn_2776_OK,157,9.100000381469727
892,2gyq_B_Zn_2777_OK,157,9.100000381469727
893,2gyq_B_Zn_2789_OK,157,9.100000381469727
894,2gyq_B_Zn_2790_OK,157,9.100000381469727
895,2h2g_A_Zn_1906_OK,236,9.699999809265137
896,2h32_A_Zn_3431_OK,111,11.100000381469727
897,2h6s_A_Zn_2577_OK,340,10.699999809265137
898,2hba_B_Zn_823_OK,52,6.5999999046325675
899,2hbb_A_Zn_392_OK,51,6.4000000953674325
900,2hbb_A_Zn_393_OK,51,6.4000000953674325
901,2hf8_B_Zn_3286_OK,209,10.300000190734863
902,2hh5_A_Zn_3425_OK,217,10.699999809265137
903,2hh5_B_Zn_3376_OK,217,10.699999809265137
904,2hh5_B_Zn_3377_OK,217,10.699999809265137
905,2hi7_A_Zn_2559_OK,188,10.5
906,2hjg_A_Zn_3149_OK,400,10.300000190734863
907,2hqk_A_Zn_1813_OK,213,5.099999904632568
908,2hqk_A_Zn_1814_OK,213,5.099999904632568
909,2hue_A_Zn_2694_OK,164,5.5
910,2hvf_A_Zn_413_OK,51,6.5999999046325675
911,2hzc_A_Zn_715_OK,87,11.399999618530273
912,2hzc_A_Zn_716_OK,87,11.399999618530273
913,2i0m_A_Zn_1621_OK,207,11.0
914,2i0m_A_Zn_1622_OK,207,11.0
915,2i0o_A_Zn_2291_OK,287,10.5
916,2i0o_A_Zn_2292_OK,287,10.600000381469727
917,2i0o_A_Zn_2293_OK,287,10.5
918,2i3v_B_Zn_8117_OK,260,12.5
919,2i3v_D_Zn_8141_OK,259,12.5
920,2i7v_A_Zn_3475_OK,433,10.399999618530273
921,2i7v_A_Zn_3476_OK,433,10.399999618530273
922,2ims_A_Zn_1302_OK,163,8.600000381469728
923,2imz_A_Zn_2258_OK,142,11.399999618530273
924,2imz_A_Zn_2259_OK,142,11.399999618530273
925,2imz_B_Zn_2258_OK,139,11.800000190734865
926,2imz_B_Zn_2259_OK,139,11.800000190734865
927,2iu2_A_Zn_1413_OK,172,9.5
928,2iu2_A_Zn_1415_OK,172,9.5
929,2iv0_A_Zn_6455_OK,412,7.9000000953674325
930,2iv0_A_Zn_6456_OK,412,7.9000000953674325
931,2iv0_A_Zn_6461_OK,412,7.9000000953674325
932,2iv0_B_Zn_6456_OK,412,7.9000000953674325
933,2iv0_B_Zn_6460_OK,412,7.9000000953674325
934,2iv0_B_Zn_6461_OK,412,7.9000000953674325
935,2iv0_B_Zn_6462_OK,412,7.9000000953674325
936,2iv0_B_Zn_6464_OK,412,7.9000000953674325
937,2iwe_A_Zn_3912_OK,128,8.899999618530273
938,2iwe_J_Zn_3915_OK,128,8.899999618530273
939,2iyb_E_Zn_5398_OK,64,11.899999618530273
940,2izo_A_Zn_5729_OK,268,8.899999618530273
941,2izo_C_Zn_5735_OK,244,10.0
942,2izo_C_Zn_5736_OK,244,10.0
943,2j13_A_Zn_1762_OK,207,10.699999809265137
944,2j13_A_Zn_1763_OK,207,10.699999809265137
945,2j1m_A_Zn_7423_OK,454,12.600000381469727
946,2j1m_A_Zn_7424_OK,454,12.600000381469727
947,2j1m_A_Zn_7425_OK,454,12.600000381469727
948,2j1m_A_Zn_7426_OK,454,12.600000381469727
949,2j1m_A_Zn_7427_OK,454,12.600000381469727
950,2j1m_B_Zn_7423_OK,454,12.600000381469727
951,2j1m_B_Zn_7479_OK,454,12.600000381469727
952,2j44_A_Zn_1803_OK,217,9.0
953,2j44_A_Zn_1804_OK,217,9.0
954,2j44_A_Zn_1805_OK,217,9.0
955,2j4s_B_Zn_7392_OK,450,12.5
956,2j6x_D_Zn_22449_OK,353,10.0
957,2jho_A_Zn_1279_OK,153,10.300000190734863
958,2jho_A_Zn_1280_OK,153,10.300000190734863
959,2jjl_A_Zn_1559_OK,207,3.400000095367432
960,2jjl_A_Zn_1560_OK,207,3.400000095367432
961,2jjl_A_Zn_1561_OK,207,3.400000095367432
962,2jjz_A_Zn_3411_OK,110,10.899999618530273
963,2jjz_B_Zn_3411_OK,112,10.600000381469727
964,2jjz_B_Zn_3416_OK,112,10.600000381469727
965,2jjz_C_Zn_3416_OK,115,10.600000381469727
966,2jjz_C_Zn_3418_OK,115,10.600000381469727
967,2jjz_D_Zn_3418_OK,81,5.9000000953674325
968,2jks_A_Zn_2140_OK,284,6.4000000953674325
969,2jks_A_Zn_2141_OK,284,6.4000000953674325
970,2jks_A_Zn_2142_OK,284,6.4000000953674325
971,2jks_A_Zn_2143_OK,284,6.4000000953674325
972,2jks_A_Zn_2144_OK,284,6.4000000953674325
973,2jks_A_Zn_2145_OK,284,6.4000000953674325
974,2jks_A_Zn_2147_OK,284,6.4000000953674325
975,2kfz_A_Zn_4822_OK,601,10.300000190734863
976,2kzz_A_Zn_4800_OK,601,10.300000190734863
977,2li9_A_Zn_505_OK,16,1.0
978,2li9_B_Zn_505_OK,16,1.0
979,2lze_A_Zn_1294_OK,87,9.0
980,2lze_A_Zn_1295_OK,87,9.0
981,2mls_A_Zn_2510_OK,164,11.100000381469727
982,2nl9_A_Zn_1400_OK,142,8.5
983,2nl9_A_Zn_1401_OK,142,8.5
984,2nnx_C_Zn_4456_OK,153,9.0
985,2nnx_D_Zn_4458_OK,153,9.0
986,2nsf_A_Zn_1874_OK,240,9.399999618530273
987,2nxf_A_Zn_2575_OK,314,11.600000381469727
988,2nxf_A_Zn_2576_OK,314,11.600000381469727
989,2o3z_B_Zn_4371_OK,267,6.800000190734862
990,2o4m_A_Zn_10285_OK,329,9.100000381469727
991,2o4m_B_Zn_10299_OK,330,9.199999809265137
992,2o4m_C_Zn_10321_OK,330,9.199999809265137
993,2o4m_C_Zn_10322_OK,330,9.199999809265137
994,2o4m_P_Zn_10349_OK,330,9.199999809265137
995,2o6e_A_Zn_2570_OK,158,5.9000000953674325
996,2o6e_A_Zn_2571_OK,158,5.9000000953674325
997,2o6e_A_Zn_2572_OK,158,5.9000000953674325
998,2o6e_A_Zn_2573_OK,158,5.9000000953674325
999,2o6e_B_Zn_2572_OK,157,5.9000000953674325
1000,2o6e_B_Zn_2590_OK,157,5.9000000953674325
1001,2o6p_A_Zn_2047_OK,123,7.4000000953674325
1002,2o6p_A_Zn_2048_OK,123,7.4000000953674325
1003,2o6p_B_Zn_2094_OK,119,7.4000000953674325
1004,2o6p_B_Zn_2095_OK,119,7.4000000953674325
